,Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Sentence,Label
6221,5169,3J5XXLQDHLAOKFFZW2XH0SHD7Z6V3A,5.4,5.6,2.4,20,138,77.5,5.6,70.0,"The anti-naxal plan also includes Rs 7,300 crore package for unleashing developmental works in areas cleared off the Left-wing extremists.",0
6222,5170,38RHULDV9XEGP7XN7F90Q02GXQ4WIK,5.8,6.2,2.6,21,128,59.523809523800004,6.80952380952,71.4285714286,"The appointed replacement, Rep. Don Cox, R-Colfax, had previously retired from the Legislature and did not run to keep the seat.",0
6223,5175,3NOEP8XAU31NVTPHUFV61GHZS66XPR,4.0,5.8,3.8,17,98,70.5882352941,6.05882352941,70.5882352941,"The arguments will have a way to go to counteract peer influence, judging by Smith's MySpace page.",0
6224,5176,3FULMHZ7OTWQCO4UIO19N1Q6U6Q4MN,4.0,4.4,4.6,9,46,61.111111111099994,2.33333333333,66.6666666667,"""The arrival of Mr. Shannon was key,"" he said.",0
6225,5178,385MDVINFBECKIHTPXU021HGA5TWJW,6.6,6.4,3.6,39,248,76.9230769231,3.9487179487199997,69.2307692308,"The association's head, He Zhenliang, a Chinese member of the International Olympic Committee, is accused by Yuan of having nearly scuttled Beijing's Olympic bid by supporting a South Korean candidate, Kim Un-yong, to head the IOC instead of Rogge.",0
6226,5183,3JYPJ2TAYH76V7YWULPKV9HSO1AFPI,3.8,3.2,5.6,14,76,67.8571428571,5.92857142857,64.2857142857,"The balance will come, but the emphasis last night was on finishing the job.",0
6227,5184,3PCPFX4U4ZPRVJZBUY49VE72TXWFQ9,4.2,5.4,3.4,27,166,81.4814814815,2.8518518518500002,59.2592592593,"The ban on public gatherings, she said, would apply to ""all large-scale events, concerts, movie showings and any other gatherings of people for the next three weeks.""",0
6228,5187,30EMX9PEVJIEOL62NDKB6RE8JHYKS5,5.6,5.4,4.4,35,167,54.285714285699996,5.74285714286,51.428571428599994,"""The bay is huge and we all use it, so it is important to keep it clean,"" Tenn said as she stared out at the booms laid out in the water protecting the bird sanctuary.",0
6229,5189,3UEDKCTP9UPS5NMAZAM0B0ICW3L7K5,4.8,5.0,4.6,22,127,72.72727272729999,4.45454545455,54.5454545455,The BBC's Ian Pannell in Kabul says that if he withdraws it will raise serious questions about the credibility of the election.,0
6230,5190,3PZDSVZ3J4GWU6PUUPG90GF6ZW04NN,4.0,5.4,3.8,29,154,72.4137931034,4.48275862069,62.068965517200006,The BBC's Yolande Knell in Cairo says the NDP is sensitive to claims that it is elitist and that its recent economic reforms have failed to help the poor.,0
6231,5191,3MA5N0ATTBA7V2NB7IUC3GHTPUTWKV,4.2,5.4,3.2,18,105,83.3333333333,6.72222222222,61.111111111099994,The bench allowed the Celtics' stars to rest heavily in the fourth quarter for the second straight night.,0
6232,5194,3ZLW647WAKUFNOHX8SD6YNK2A1D239,4.6,5.6,3.6,27,161,62.962962963,4.88888888889,59.2592592593,"""The big lesson for the Obama administration is that multilateralism isn't letting the other guy do it but working with them constantly and on an engaged basis.""",0
6233,5198,3RTFSSG7T75IF85TSI6DIGU8EUYWLY,4.8,5.0,4.6,19,107,78.9473684211,4.315789473680001,63.1578947368,"The ""blasphemous act of challenging the mighty pen of the Goswami"" however has led to holy fury in Ayodhya.",0
6234,5199,3I7SHAD35LVNVBMDKMZGQDAGL8G7MA,3.8,4.4,4.8,19,115,63.1578947368,4.94736842105,63.1578947368,"""The board in general acted responsibly by saying, 'We're willing to do this."" Icahn said in a telephone interview.",0
6235,5201,3P7QK0GJ3SKG8HOQTZ8F2OPHPWBZ22,3.6,5.4,3.2,11,60,68.1818181818,8.090909090910001,63.636363636400006,"The boat pushed on, carrying these two river boys back home.",0
6236,5202,3X0EMNLXEOOVR4KMU0UODVKECVYPVG,4.8,4.0,3.0,8,41,75.0,4.375,62.5,The boat was mirrored in the calm waters.,0
6237,5203,3T2EL38U0LJ8V5QWUSAV1L79X2SXQI,5.8,5.8,3.4,18,102,75.0,6.944444444439999,61.111111111099994,"The bodies were in an advanced state of decomposition, suggesting they'd been in the home a long time.",0
6238,5204,3SCKNODZ0WFTDT7DWNEG3SZGQYQ7NA,5.0,6.2,2.4,14,82,85.7142857143,3.85714285714,50.0,"The bombings killed at least 160 people, the deadliest attacks in Iraq since 2007.",0
6239,5205,30P8I9JKOHKRYU23ALLAFPFXLVXV50,6.0,5.6,3.8,32,175,64.0625,5.71875,56.25,"""The book contains content which is far from the truth and . . . its publication can be considered as leaking of state secrets,"" the association said in a statement last week.",0
6240,5207,3S8A4GJRD22NHY2HF4VF7VTXHQ8V6G,5.2,5.8,4.8,36,201,59.7222222222,4.75,61.111111111099994,"The book's publication has stung many Chinese sports fans, one of whom wrote plaintively on a sports Internet bulletin board: ""Even if some of the things he said were true, did he have to reveal them?""",0
6241,5211,30EMX9PEVJIEOL62NDKB6RE8JHYSKD,4.8,5.4,4.6,24,131,62.5,4.20833333333,66.6666666667,"The boys' father, a farmer too busy growing rice to shepherd them to school, offers his sons advice: Row hard and watch for danger.",0
6242,5212,3FVBZG9CLIDNLMLI8QYUJTSXW8C0HV,4.0,5.0,3.8,21,117,69.04761904760001,5.09523809524,57.1428571429,"The bridge has been closed ever since, the longest closure since the 1989 Loma Prieta earthquake shut it for a month.",0
6243,5213,3M67TQBQQGNQ7T1H2G7VVI6MMHFA95,5.8,6.0,3.0,19,125,76.3157894737,6.1052631578900005,68.42105263159999,The bridge's closure has meant record-breaking numbers of riders on BART and clogged freeways that lead to alternate bridges.,0
6244,5214,39AYGO6AFEJA9TT8DD9OXEZKVN6N6R,5.8,6.0,3.2,37,247,74.32432432430001,4.32432432432,59.459459459499996,"The British government on Saturday reiterated its refusal to pay a ransom, saying in a statement that officials would not make any ""substantive concessions to hostage-takers, and that includes the payment of ransom,"" The Associated Press reported.",0
6245,5216,3X4Q1O9UBGLBVE7PX2ETIHZLG8V7OP,5.0,4.2,3.8,18,115,83.3333333333,3.11111111111,72.2222222222,"The brother of Rachel Chandler, Stephen Collett, told the Observer the Foreign Office was doing an ""excellent"" job.",0
6246,5217,3PA41K45VM3TGEJQC2R87H4BQDR7P6,5.4,5.8,3.2,33,205,74.24242424239999,7.0303030303,66.6666666667,The Cabinet Committee on Security had already approved the government's new plan to counter Maoists under which the affected states will have an effective coordination and the police will take a lead role.,0
6247,5219,3H6W48L9F3O86TKRKAZKZX3SJ40PWQ,5.4,6.4,4.2,25,173,80.0,2.92,68.0,The California Department of Fish and Game banned shoreline fishing and shellfish harvesting until state health officials can evaluate any contamination caused by the spill.,0
6248,5220,35XW21VSVFDP8ROK8DWCLRRN8H3SLG,5.8,4.6,4.6,17,117,73.5294117647,4.82352941176,76.4705882353,"The campaigns have been ""pretty low temperature,"" said Keir Murray, a consultant unaffiliated with any council races.",0
6249,5221,3OQQD2WO8H5JY9VZXVYYL3RJZXAI30,5.6,5.6,2.6,25,157,88.0,5.72,64.0,The Canadian Defense Department said the casualty was a 24-year-old Canadian national killed in a bomb blast outside the southern city of Kandahar on Friday.,0
6250,5222,39WICJI5ASR5TZK9XZMKLYU9VABZ3D,3.4,4.0,3.6,6,37,50.0,7.5,83.3333333333,The cases are very different however.,0
6251,5223,3UYRNV2KISYXD7CW6S6MHSVB1IWN8D,5.4,6.0,5.6,16,102,78.125,5.8125,62.5,"The cause of the spill is still under investigation, but early evidence pointed to mechanical failure.",0
6252,5224,3DFYDSXB2VZZSESOUXFZKDWJPPIUJV,4.2,4.4,4.8,12,65,79.1666666667,6.75,50.0,The Cayman Islands and the United Kingdom round out the top five.,0
6253,5225,3YOAVL4CAZGQBV3DXDR3V3MF9A7Z4Y,4.0,6.0,4.8,16,101,84.375,3.375,62.5,"The Celtics decimated the Bulls, 118-90, last night, digging a 15-point hole for Chicago by halftime.",0
6254,5226,3BAWBGQGYKY6LYGMYE07D9TTC1SV7F,5.4,5.6,4.6,31,185,56.451612903199994,6.612903225809999,58.064516129,The central sticking point -- for both reformers who supported the changes as well as Republican critics who opposed it -- are the campaign contribution limits and how they are applied.,0
6255,5227,3A3KKYU7P2G2LQNESU7SIT9XEZOWM0,4.6,6.0,3.8,36,212,77.7777777778,8.444444444439998,63.888888888900006,"The challenge of a marquee point guard matchup with Derrick Rose was once motivation for Rondo, but Rivers said that since the preseason, his point guard has been playing at a consistently high level every night.",0
6256,5228,3JVP4ZJHDORNHHW2E8GFJ5TCWLR0IO,3.2,4.0,4.4,16,94,46.875,6.375,68.75,The challenge was finding cars he did not have and which suited an increasingly refined taste.,0
6257,5229,3K8CQCU3KD08388E4VMSV8YXJPYWN0,6.0,6.0,4.8,29,180,84.4827586207,3.2413793103400006,58.6206896552,The Chancellor will announce the break-up of the two huge part-nationalised entities rescued by the State after the credit crunch - Royal Bank of Scotland and Lloyds Banking Group.,0
6258,5230,3G5RUKN2EB2XRCV6BKC0HOQMLOEN92,5.8,6.0,4.0,23,134,82.6086956522,5.0,56.5217391304,"The change is most apparent in the electronics section in the Raynham store, which has doubled in size since the makeover this summer.",0
6259,5231,3NOEP8XAU31NVTPHUFV61GHZS66PXJ,6.2,6.0,4.4,21,127,85.7142857143,7.476190476189999,61.9047619048,The change of plans comes after Quinn drew criticism for moving Adams to the high-paying position during a state budget crisis.,0
6260,5232,3DIIW4IV8OU4G5E3X93HV8JPDX6I4L,4.6,5.8,4.4,43,264,76.74418604649999,3.95348837209,53.488372093,"The charge sheet stated Corben had sexual intercourse with the woman ""and knowing that she was not consenting to the sexual intercourse, in circumstances of aggravation, to wit, deprived the liberty of the victim for a period before the commission of the offence"".",0
6261,5233,324N5FAHSWAUGDN6H8PGHEYFILSKVA,6.0,5.8,4.4,21,118,66.6666666667,5.476190476189999,66.6666666667,"The Chinese government has said more than 20 people died in the riots, but Tibetans argue that number was much higher.",0
6262,5234,3TD33TP5DK19VMGE00LRMO1CAHIABF,5.6,5.6,4.8,23,126,78.26086956520001,4.260869565219999,56.5217391304,The choice of Palau is likely to infuriate China as the island is one of only 23 countries that recognize Taiwan over Beijing.,0
6263,5235,3ODOP6T3ARJ05K0186IP8SC8O1924U,3.2,4.4,5.0,10,50,80.0,4.6,70.0,The choice was not an easy one for Robert McClain.,0
6264,5236,3O71U79SRAO9E9658PXRL46C8MTSMI,4.4,4.8,4.4,29,153,58.6206896552,5.7241379310300005,51.724137931,"""The churches can scream and yell, but I thought at the end of the day if you proved yourself a good neighbor, people would get past that,"" Hubbard said.",0
6265,5237,3RKHNXPHGVVU3YY6CIFBLSWW4EIUKU,6.4,6.4,2.8,36,204,76.3888888889,5.75,58.3333333333,"The civil servant was moved to speak out in the wake of last week's damning report which exposed the lax safety culture that led to an RAF Nimrod exploding over Afghanistan in 2006, killing 14 servicemen.",0
6266,5238,372AGES0I348765W77ZV6BHETOUXRJ,5.6,6.0,4.8,25,162,64.0,6.96,72.0,The CJI enlarged his initial discreet inquiry when many charges were made against Justice Dinakaran but he bluntly denied the Collector's report on land grabbing.,0
6267,5239,3W3RSPVVGRQ5N4GOXIRC0S9BTENULX,5.4,6.2,3.8,31,196,82.25806451609999,5.16129032258,54.8387096774,"The CJI said: ""We are in the process of finding the truth behind the allegations by an inquiry through independent channels keeping in mind the collector's report and Justice Dinakaran's version.""",0
6268,5241,3J9UN9O9J2RJCSG8WQ1FV68C90G0J0,5.4,5.8,5.0,31,191,72.5806451613,6.87096774194,67.74193548390001,The clear danger of blurring Mr Blair's political and commercial roles has not stopped him taking on further contracts through Tony Blair Associates (TBA) - including some in the Middle East.,0
6269,5242,3IYI9285WRZ36KBO86UZQ7ADIPCCJ4,5.2,6.0,3.6,26,157,82.69230769229999,4.19230769231,57.6923076923,"The Coast Guard and other agencies came under attack for the poor communication and sluggish response to that spill, which occurred two years ago this month.",0
6270,5243,3MA5N0ATTBA7V2NB7IUC3GHTPUUKWK,6.6,6.8,1.2,88,573,94.88636363639999,2.5,84.0909090909,"The Coast Guard identified its seven missing personnel as Lt. Cmdr. Che J. Barnes of Capay, California, aircraft commander; Lt. Adam W. Bryant of Crewe, Virginia, co-pilot; Chief Petty Officer John F. Seidman of Stockton, California, flight engineer; Petty Officer 2nd Class Carl P. Grigonis of Mayfield Heights, Ohio, navigator; Petty Officer 2nd Class Monica L. Beacham of Decaturville, Tennessee, radio operator; Petty Officer 2nd Class Jason S. Moletzsky of Norristown, Pennsylvania, air crew; Petty Officer 3rd Class Danny R. Kreder II of Elm Mott, Texas, drop master.",0
6271,5244,3X55NP42ENFBFVI3AQOIU0SVLB4P3I,4.6,6.0,4.4,11,69,77.27272727270001,4.72727272727,63.636363636400006,The Coast Guard on Saturday identified the nine missing crew members.,0
6272,5245,356ZPKYPUGGCVYFRZBH8KUO8UC0PYP,5.8,4.6,4.2,18,96,88.8888888889,6.38888888889,61.111111111099994,The Coast Guard plane had been on a search mission for a couple of days before Thursday's crash.,0
6273,5246,37Y5RYYI0O4K8L59MWZ0WLMAFQDXS7,3.8,5.4,4.2,12,82,70.8333333333,3.25,66.6666666667,The Coast Guard would confirm only the collection of 12 oiled-but-surviving birds.,0
6274,5247,3Z3R5YC0P2M4NZR3B2Y40JIPD4VFTN,6.2,6.6,2.8,31,178,74.1935483871,3.74193548387,58.064516129,"The collapse of the Marib dam, for instance, led to a famine that pushed vast numbers of people to migrate abroad, and their descendants are now scattered across the Middle East.",0
6275,5248,3DW3BNF1GGHALCL58JSDR9PONLYV82,6.0,5.6,4.6,34,217,76.4705882353,5.705882352940001,67.6470588235,The Collegium's decision to put Justice Dinakaran's name on hold till the inquiry is completed will help scotch the feeling that the apex court responded inadequately to serious allegations against a HC Chief Justice.,0
6276,5249,3YCT0L9OML8FWRR5KQCRYJVCDC3SNI,5.2,6.2,2.6,18,106,75.0,7.833333333330001,55.5555555556,The collision occurred as the Coast Guard airplane was itself carrying out a search for a missing boatman.,0
6277,5252,35A1YQPVFDFMCOI3BEMR00P3DT1I5Q,6.0,5.6,4.0,39,257,87.1794871795,6.4358974359,66.6666666667,"The comments came from Deputy Assistant Secretary of State for African Affairs William Fitzgerald, who has played a lead role in U.S. diplomacy on Guinea since the military attack on protesters in Conakry September 28th that drew international condemnation.",0
6278,5253,334ZEL5JX5EXECRHL5C4D8VH3M8SOX,5.8,5.2,3.2,19,121,78.9473684211,4.315789473680001,57.8947368421,The committee is waiting for further research to be completed about the effectiveness of the vaccine in younger children.,0
6279,5258,3FDWKV9VCM1PTMY9XUSR05O0TJDUMZ,4.6,6.0,2.2,29,181,75.8620689655,5.93103448276,55.172413793100006,"The company gave Labour �5,000 in 1997/98, handed over �12million in sponsorship for the Millennium Dome and was the biggest backer of Labour's New Deal scheme, offering 1,500 jobs.",0
6280,5259,3SSN80MU8BNMK2S1HNQY5ZV0YW0KXD,5.2,5.8,4.6,36,190,61.111111111099994,4.75,58.3333333333,"The company is believed to be talking to the pirates to negotiate a ransom that will include the Kota Wajar, which has also been seized by the pirates, and its crew as well as the Chandlers.",0
6281,5263,3XT3KXP24YXIVSIHGXWWS6339OCI66,5.8,6.2,4.8,15,115,83.3333333333,2.6,80.0,The company says it's the third-largest U.S. railcar-leasing firm and the world's third-biggest aircraft financier.,0
6282,5264,36BTXXLZ2U7H94HMNWXQ90KG0TP4RB,6.2,6.0,3.8,33,204,65.15151515149999,5.24242424242,66.6666666667,"The company used data from its regular surveys of 26,000 homeowners and combined the results with various forecasts about how much rates will need to rise before borrowers can no longer afford repayments.",0
6283,5265,363A7XIFV3LO40EK5HCRN0VJD9YVA6,4.8,5.4,5.0,28,178,69.6428571429,2.7857142857099997,60.714285714300004,"The company, who have exported their hugely successful formula around the world, wanted Mr Blair to use his international political and diplomatic clout to 'open doors' for them.",0
6284,5270,39O6Z4JLX1W00DMDGR45786HEU7XVC,5.4,5.0,4.2,15,93,56.6666666667,10.3333333333,66.6666666667,"The Conservatives said the break up of the state-owned banks had already been ""well trailed"".",0
6285,5277,3GVPRXWRPGT1ZSWMZ71OYK3Z4ZWI75,5.8,6.0,4.0,32,194,78.125,4.0,59.375,"The cost of the credit-default swaps implies that traders have priced in an 85.5 percent chance that the company will default within five years, a standard pricing model used by Bloomberg shows.",0
6286,5278,39O0SQZVJM6ESRZ5PUVXCC4QRVF7RY,6.0,5.8,2.4,27,160,77.7777777778,4.14814814815,59.2592592593,"The cost to protect CIT debt against default for five years has risen 4.5 percentage points to 38.5 percent upfront since Sept. 30, according to CMA DataVision.",0
6287,5279,31MBOZ6PANQ91AZOBR6C6MN5MEHCL6,6.2,5.8,2.6,17,109,73.5294117647,5.0,64.7058823529,The council of ministers will then meet to elect the president and high representative by qualified majority.,0
6288,5280,3G57RS03HG4I1341MB1ZDKIMOX425Z,5.6,6.0,2.8,37,244,67.56756756760001,6.40540540541,64.8648648649,"The counterinsurgency campaign, called Operation Green Hunt, calls for sending police and paramilitary forces into the jungles to confront the Maoists and drive them out of newer footholds toward remote forest areas where they can be contained.",0
6289,5281,311HQEI8RRFNUILWZBPAYF6P0CXZ7I,5.6,5.6,3.4,40,230,77.5,5.25,57.5,"The country is facing lot of threats from within and outside and foreign forces were indulged in large scale religious conversion in the country with an aim to finish India's strength of embracing all faiths of the world, he said.",0
6290,5282,3PIOQ99R7XLVB4J99V7RDKD0Y9NUNZ,5.0,6.2,1.8,29,181,75.8620689655,5.2758620689699995,65.5172413793,"The couple are being held on the Kota Wajar container ship, which is registered in Singapore and owned by one of the world's largest shipping companies, Pacific International Lines.",0
6291,5283,3N5YJ55YXF2BWV5B3QQ0DJ16R6WNAH,5.4,6.2,3.0,48,298,85.4166666667,4.08333333333,62.5,"The coup was both a throwback to the region's dark past of civil war and military takeover and emblematic of a struggle underway today in Central and South America, where several leftist leaders with authoritarian tendencies have risen to power through elections and tested the bounds of democracy.",0
6292,5284,39KV3A5D176QT6ZI4JV22M9MDXY7SM,4.0,4.6,3.6,14,74,64.2857142857,4.57142857143,64.2857142857,The court also heard the pair did not know each other before the incident.,0
6293,5285,3P4ZBJFX2U2WFGVX673FN3POHYDFWD,4.4,5.0,3.4,8,52,68.75,2.875,62.5,The court and Congress previously endorsed the coup.,0
6294,5286,33NOQL7T9NYRUWQF9GHGCF2KBW3Z85,3.8,5.6,3.0,26,164,69.2307692308,4.46153846154,69.2307692308,"The courtyard where the attack erupted was the most infamous spot on campus, an out-of-the-way, poorly lit venue for gang initiations and dopers lighting up joints.",0
6295,5287,3VCK0Q0PO4DFVI7TBOT7ODPTIKL0N4,5.6,5.6,4.6,22,155,84.0909090909,4.31818181818,77.27272727270001,"The CQ Press crime index last year rated 102,000-population Richmond the ninth-most-dangerous city in America, based on crimes including homicide and rape.",0
6296,5289,3NCN4N1H1FGGF5A394QW8ULC9OHNBC,4.6,5.6,2.4,32,218,76.5625,4.78125,65.625,The current Belizean government has expressed outrage that two of Ashcroft's companies signed confidential deals with the previous administration that would allow the firms legally to reclaim millions of pounds in tax.,0
6297,5290,3UAU495MIHRDTPJLAA74S9D5OJSUOE,4.8,5.4,4.2,22,117,70.45454545449999,8.5,63.636363636400006,The currents are fickle and the boys often must wait an hour after school to catch the right conditions to head home.,0
6298,5292,3MG8450X2N9VEPVMPAKJH9IVYOOUPV,4.6,4.4,4.6,27,155,75.9259259259,5.7037037037000005,66.6666666667,The Dalai Lama came to Japan to take part in panel discussions with scientists but the exiled Tibetan leader did not shy away from the political spotlight.,0
6299,5293,3IHWR4LC7CC5Z6159CTUCKZUFJ2I8S,5.4,5.6,4.2,21,121,69.04761904760001,4.04761904762,61.9047619048,The Dalai Lama dismissed that notion and suggested that was the image Chinese government was trying to sell to the world.,0
6300,5294,3U18MJKL1TLZPA29N4MRJERUR9HNCJ,5.2,5.0,3.0,23,134,93.47826086959999,3.5652173913,56.5217391304,The Dalai Lama's criticism came in response to a question from the Xinhua agency - the official news agency of the Chinese government.,0
6301,5296,3DZKABX2ZH4CXFBIPV8ITVL7DCJVC8,6.0,6.0,3.6,14,115,64.2857142857,3.0714285714300003,78.5714285714,"The daughter was hospitalized with life-threatening injuries and remains ""unresponsive,"" Peoria police said Friday.",0
6302,5298,3KWGG5KP6I1T7SH9B37R6Z2UMJ7CM8,5.0,5.0,4.0,11,64,72.72727272729999,4.72727272727,54.5454545455,The deadline for those conditions to be met expires on Saturday.,0
6303,5299,3JMQI2OLFY49U28NN0H23K9CC9TNDJ,4.0,6.0,3.0,16,76,78.125,5.6875,50.0,"The deal also had a $1,000 bonus and a wage freeze for new hires until 2015.",0
6304,5300,3SA4EMRVJU1FY3J6R36ZS2UOIZM0P0,4.2,4.6,3.6,26,150,80.7692307692,3.5384615384599996,53.8461538462,"The deciding factor varied widely for many, according to interviews with more than 40 voters across the city during the last two days of early voting.",0
6305,5301,3SU800BH85RGE1W1PNZ8HE853KAUQM,6.4,6.4,3.8,40,232,87.5,4.425,60.0,"The decision by the home secretary, Alan Johnson, to call on Professor David Nutt to resign as chairman of the Advisory Council on the Misuse of Drugs (ACMD) has thrown the future of the respected independent body into severe doubt.",0
6306,5302,3PN6H8C9R3P2AJEYEWCXHEPCD2UADM,4.4,5.2,3.8,24,109,75.0,8.5,58.3333333333,The decision got put on hold for a few hours when the mayor was called to deal with the oil spill in the bay.,0
6307,5303,367O8HRHKF7TAJHZ2LXVZAPCMV84SZ,5.0,6.0,4.8,28,186,60.714285714300004,4.71428571429,60.714285714300004,"The decision is sure to be a blow to him as he had doggedly defended himself, contemptuously dismissing the Thiruvallur District Collector's report, which upheld the encroachment charge.",0
6308,5304,3PUOXASB562R819PE8NUCBXVV2LZ9U,5.2,5.4,5.8,17,110,79.4117647059,5.82352941176,64.7058823529,"The decision on Justice Dinakaran was expected, given the furore over his alleged encroachment on public land.",0
6309,5305,36U4VBVNQNCGQ2B122O8M4IAZ6CURN,5.0,5.0,3.2,25,156,74.0,4.16,56.0,"The de facto government saw the agreement as the only way to ensure international recognition of elections scheduled for one month from now, officials said.",0
6310,5306,3D42WVSDH7U04LQXL8L380A4S6DFYC,2.6,3.2,5.2,7,41,57.1428571429,2.0,85.7142857143,The delay doesn't bother Fandi and Alfan.,0
6311,5309,3SV8KD29L3RBPXSGI5EJ2KBB6WYKZA,4.8,4.8,3.6,18,115,80.55555555560001,2.94444444444,61.111111111099994,The dense jungles and mountains on the other side belong to Maoist rebels dedicated to overthrowing the government.,0
6312,5310,322ZSN9Z5FJUPJUERL2L9FLYOEM4TO,4.0,6.0,2.0,22,127,77.27272727270001,3.5909090909099994,59.0909090909,"The department now features an entire wall display of Blu-ray DVDs, with about 100 titles, up from 30 movies earlier this year.",0
6313,5311,3ZC62PVYDG9S42R8G65NVT32U5FXXF,4.8,5.6,3.8,40,233,66.25,3.4,50.0,"The departures of the Uighurs occurred after the Supreme Court -- rejecting the administration's position -- said on October 20 that it would hear an appeal by the Uighurs, who argue that they should be released in the United States.",0
6314,5313,3HUR21WDDTOH47HIL2RPE7ABWB9XYL,4.6,4.6,4.2,16,94,81.25,5.5625,75.0,The disclosure comes as new details emerged of Mr Blair's business affairs in the Middle East.,0
6315,5314,3WUVMVA7OA25DKJU6E1U868F1K3ZA9,6.2,6.0,6.8,41,224,64.6341463415,6.39024390244,58.5365853659,"The disclosure could further damage Mr Blair's hopes of becoming the first President of Europe, as critics will seize on it as evidence that he is as interested in making money as he is in reviving his career as a statesman.",0
6316,5315,3JUDR1D0D5Q7UPNZ63P2BVDDKTRQ20,5.4,6.2,5.8,33,201,65.15151515149999,6.0,63.636363636400006,"The disclosure that No 10 is preparing to throw its weight behind Miliband will prompt speculation that Brown has given up on Blair's hopes, since British candidates could not fill both Brussels posts.",0
6317,5316,3WRBLBQ2GQ79LQQ7OKGCYTGWH8YG0B,5.0,5.6,3.4,34,226,77.9411764706,4.82352941176,67.6470588235,"The discounter behemoth has embarked on an aggressive remodeling effort known as ""Project Impact"" that focuses on an easier shopping experience and an expanded selection of products in electronics, home goods, and fresh foods.",0
6318,5319,3W1K7D6QSAGAWUOMCS1Q3HSLJ2OZB4,5.2,5.2,4.2,14,82,64.2857142857,4.07142857143,64.2857142857,"The doctors were able to save his legs, but the ensuing rehabilitation was brutal.",0
6319,5322,3ZFRE2BDQ8DH9XRNHOT8SEJD25DXZC,4.8,6.0,3.4,24,164,70.8333333333,5.04166666667,75.0,"The Downing Street operation is being conducted discreetly to avoid embarrassing Blair, who remains the official preferred British candidate for a top Brussels job.",0
6320,5323,3EPG8DX9LJPETA57O9CB9XQFZ7VP58,4.8,5.4,3.6,42,257,85.7142857143,3.90476190476,69.04761904760001,"The draft amendment echoed Communist Party of China (CPC) Central Committee General Secretary Hu Jintao, who proposed in a report to the 17th CPC National Congress in October 2007 that rural and urban areas should have equal rights in election of lawmakers.",0
6321,5330,32XN26MTXYIP7I48ZBDSBLL4DPKL0M,3.8,5.6,5.6,25,150,64.0,5.2,68.0,The duo have also accused the swami of deleting certain verses and arbitrarily substituting news words - a charge hotly denied by the seers disciples.,0
6322,5334,35F6NGNVM7IR86CXTJ0SCR58FGC7TB,4.6,6.0,3.6,29,160,60.3448275862,7.37931034483,58.6206896552,"The ECC had recommended cutting the number from 6,000 to about 5,800 - to make sure there would be enough monitors to limit fraud and troops to ensure security.",0
6323,5335,3U18MJKL1TLZPA29N4MRJERUR9HCN8,5.8,4.4,3.6,11,58,68.1818181818,7.545454545449999,72.72727272729999,The effort was also aided by clear weather and calm winds.,0
6324,5336,36818Z1KV2C4SRC1L76L4530MP63AI,6.2,5.6,6.0,22,151,79.54545454550001,4.31818181818,72.72727272729999,"The Egyptian President, Hosni Mubarak, has promised further domestic reforms at the annual conference of his ruling National Democratic Party in Cairo.",0
6325,5338,3YO4AH2FPCJ0YFKLRGLOS7KYNV80QR,5.0,4.6,4.8,9,53,55.5555555556,4.88888888889,66.6666666667,"The elderly, by contrast, have not suffered as badly.",0
6326,5340,3ZTE0JGGCDRH7V2LOJM4Y3RZHJMCON,4.4,5.2,3.0,16,94,71.875,3.875,50.0,"The election is on Jan. 17, and Ms. Tymoshenko formally registered as a candidate on Saturday.",0
6327,5341,3VDVA3ILICE9SFBPK3KCCYZ6M04G1E,4.4,5.0,3.8,26,155,73.0769230769,4.30769230769,65.3846153846,"The election is to fill the House seat vacated by Republican Congressman John McHugh, who was appointed by President Obama to become Secretary of the Army.",0
6328,5342,33J5JKFMK5XWF7JIA337U5I5Q7RQ3B,4.0,4.2,4.6,4,24,75.0,4.25,75.0,The election is Tuesday.,0
6329,5343,3D4BBDG7ZGVSL69Z5L2CA0TOMSR3CK,5.2,5.6,3.8,16,90,53.125,7.5,75.0,"""The election will be held and all procedures will go as normal,"" Noor Mohammad Noor said.",0
6330,5345,3XDJY5RK5RK9PW93RQSVEB707ST4UF,4.4,6.2,3.8,30,186,70.0,5.13333333333,66.6666666667,"The embarrassing snubs came as it emerged that Simon Lewis, Mr Brown's �125,000-a-year director of communications, is to take a more backseat role - just three months after joining No10.",0
6331,5347,3FO95NVK5BZ0BPJXDXT8730ME9SSR6,4.4,6.0,2.8,18,123,72.2222222222,3.83333333333,66.6666666667,"The empty yacht belonging to the Chandlers, who are from Tunbridge Wells, Kent, was found during counter-piracy operations.",0
6332,5349,3S1L4CQSFW4Z83SU527N5ESXPFAAFX,4.2,6.4,3.2,42,278,73.80952380949999,5.09523809524,69.04761904760001,"The E-Puzzler, believed to be the world's most sophisticated pattern-recognition machine, would work by scanning the small paper strips into a computer image file and analyzing their texture, shape, thickness and tear patterns to compose a digitalized image of a whole document.",0
6333,5351,31KSVEGZ33RTI606X2394S37KMNWRO,5.4,4.8,4.6,25,164,86.0,4.76,64.0,The Essar plant is part of broader undertaking by the government and several private mining companies to extract the resources beneath land teeming with guerrillas.,0
